keyword,title,authors,keywords_in_description,description,goodreads_url
trauma,Jung,Maggie Hyde Michael McGuinness,,"Carl Gustav Jung e stato il piu enigmatico e controverso discepolo di Sigmund Freud. Ha introdotto nella psicoanalisi questioni cruciali sulla religione e sull'anima, che Freud aveva lasciato in disparte. Il libro spiega le teorie che hanno portato Jung a staccarsi da Freud e ne descrive il quasi esaurimento psicotico a meta della sua vita: un ""viaggio notturno per mare"" dal quale riemerge con nuove radicali scoperte sulla natura dell'inconscio. Il libro dimostra come sia stato del tutto logico per lui - nella investigazione dei sogni, fantasie e disturbi psichici, dei suoi pazienti - finire a esplorare la psicologia della religione, l'alchimia, l'astrologia, i Ching e altri fenomeni trascurati della scienza.",https://www.goodreads.com/book/show/9712238-jung
trauma,"Devil and Her Love Song, Vol. 11",Miyoshi Toumori,,"A moving coming-of-age story that showcases a fierce, dynamic heroine who speaks her mind.
Meet Maria Kawai--she's gorgeous and whip-smart, a girl who seems to have it all. But when she unleashes her sharp tongue, it's no wonder some consider her to be the very devil! Maria's difficult ways even get her kicked out of an elite school, but this particular fall may actually turn out to be her saving grace...
Maria finally gets to be with her beloved Shin, but her mysterious inabiilty to speak continues to haunt her. Because the cause may be related to her past, she decides to go to Yokosuka, the town she grew up in. What life-changing surprises await her there?
Reads R to L (Japanese Style) for teen audiences.",https://www.goodreads.com/book/show/17571340-devil-and-her-love-song-vol-11
trauma,Descendants of Darkness Vol. 4,Yoko Matsushita,,"Ratu Beatrix, sang pengatur musim dingin dan penguasa negeri para hewan yang bisa bicara, menghilang. Para pejabat istana yang sedang kebingungan mencari, kebetulan bertemu Tsuzuki dan kawan-kawan yang sedang berlibur. Di tengah keputusasaan, para pejabat istana pun meminta banuan mereka. Di manakah sebenarnya Sang Ratu berada!?",https://www.goodreads.com/book/show/6998118-descendants-of-darkness-vol-4
trauma,"Last Man: The Order (Last Man, #5)",Bastien Vives Michael Sanlaville Balak,,"Voila deja 2 semaines que Marianne et Adrian ont quitte la vallee des rois pour se lancer a la poursuite de Richard Aldana. Alors que le grand tournoi de la FFFC en est aux quarts de finale, c'est toute la vallee qui est en alerte a la recherche du traitre et voleur de coupe... Et si la realite depassait la legende, s'il etait possible de traverser le souffle de mere iguane ? Un monde inconnu pourrait bien s'ouvrir au-dela de la vallee des rois...",https://www.goodreads.com/book/show/25689004-last-man
trauma,Becoming Unbecoming,Una,,"This extraordinary graphic novel is a powerful denunciation of sexual violence against women. As seen through the eyes of a twelve-year-old girl named Una, it takes place in northern England in 1977, as the Yorkshire Ripper, a serial killer of prostitutes, is on the loose and creating panic among the townspeople. As the police struggle in their clumsy attempts to find the killer, and the headlines in the local paper become more urgent, a once self-confident Una teaches herself to ""lower her gaze"" in order to deflect attention from boys.
After she is ""slut-shamed"" at school for having birth control pills, Una herself is the subject of violent acts for which she comes to blame herself. But as the police finally catch up and identify the killer, Una grapples with the patterns of behavior that led her to believe she was to blame.
Becoming Unbecoming combines various styles, press clippings, photo-based illustrations, and splashes of color to convey Una's sense of confusion and rage, as well as sobering statistics on sexual violence against women. The book is a no-holds-barred indictment of sexual violence against women and the shame and blame of its victims that also celebrates the empowerment of those able to gain control over their selves and their bodies.
Una (a pseudonym) is an artist, academic, and comics creator. Becoming Unbecoming, which took seven years to create, is her first book. She lives in the United Kingdom.",https://www.goodreads.com/book/show/28818824-becoming-unbecoming
trauma,"A Devil and Her Love Song, Vol. 12",Miyoshi Toumori,,,https://www.goodreads.com/book/show/20425472-a-devil-and-her-love-song-vol-12
trauma,The People Inside,Ray Fawkes,,"A new original graphic novel from the Eisner-nominated cartoonist of One Soul! This ground-breaking new book looks at the lives and relationships of 24 individuals in a way only the medium of sequential art could. Relationships change, grow, and end, but the one thing that always remains is the people inside who define both ourselves and our liaisons.",https://www.goodreads.com/book/show/21813487-the-people-inside
trauma,Trauma is Really Strange,Steve Haines Sophie Standing,trauma,"What is trauma? How does it change the way our brains work? And how can we overcome it?
When something traumatic happens to us, we dissociate and our bodies shut down their normal processes. This unique comic explains the strange nature of trauma and how it confuses the brain and affects the body. With wonderful artwork, cat and mouse metaphors, essential scientific facts, and a healthy dose of wit, the narrator reveals how trauma resolution involves changing the body's physiology and describes techniques that can achieve this, including Trauma Releasing Exercises that allow the body to shake away tension, safely releasing deep muscular patterns of stress and trauma.",https://www.goodreads.com/book/show/27039278-trauma-is-really-strange
trauma,Ich war das Kind von Holocaust-Überlebenden,Bernice Eisenstein,,"Auf der Suche nach der Vergangenheit ihrer Eltern, die beide den Holocaust erlebt haben, legt die Kunstlerin Bernice Eisenstein ein sehr personliches, unmittelbar ergreifendes Buch der Erinnerung vor. Die Verbindung einer klaren, unsentimentalen und dabei poetischen Sprache mit intelligenten Illustrationen, die sich in ihrem abgrundigen Witz oftmals dem Cartoon annahern, ist bestechend.",https://www.goodreads.com/book/show/18193375-ich-war-das-kind-von-holocaust--berlebenden
trauma,Why I Killed Peter,Olivier Ka Alfred,,,https://www.goodreads.com/book/show/6022264-why-i-killed-peter
trauma,Years of the Elephant,Willy Linthout,suicide,"Madam ... Sir ... May we come in? ... What could the policemen want at their door at this hour? ... I'm afraid we have some bad news! ... Before these dreadful words were spoken it had been a normal start to the day in the Germonprez residence. Carl checking on his modest investments in the newspaper, Simone tackling some early morning housework and their son Bart ... Your son has jumped off the roof! ... At first there was no pain, just the blur. Carl, in an emotional haze, heads off to work only to discover, on the sidewalk outside their home, a chalk outline where there had been a son. Willy Linthout follows Carl's journey intimately and sympathetically with unfinished art as he careers from colleagues to friends, therapists to machines, crazy to angry in his attempt to deal with his son's suicide. But, as Willy knows only too well himself, this particular journey is long and may be never ending.",https://www.goodreads.com/book/show/6272135-years-of-the-elephant
trauma,"A Devil and Her Love Song, Vol. 8",Miyoshi Toumori,,"The start of her second year in high school brings someone unexpected into Maria's life--Shintaro Kurosu, a brash first-year student who does as he pleases. He takes a strong liking to Maria and sticks to her, making Maria and her crush Shin Meguro extremely uncomfortable. Like it or not, Kurosu's presence is about to change Maria in a surprising way...",https://www.goodreads.com/book/show/19519981-a-devil-and-her-love-song-vol-8
trauma,Blue Monday Volume 2: Absolute Beginners,Chynna Clugston Flores,,"Teenage warfare between the hormone-crazed girls and boys of Jefferson High erupts! The gang throws a fancy dinner party, but after the boys attempt to videotape Bleu taking a bath, the whole ordeal ends in a social status disaster. To restore her ruined reputation, Bleu agrees to go on a date with Alan in exchange for the evidence. This can't possibly end well, can it?
For the first time ever, the entire library of BLUE MONDAY is being printed in glorious FULL-COLOR by superstar colorist JORDIE BELLAIRE!",https://www.goodreads.com/book/show/30419636-blue-monday-volume-2
trauma,"Sekine’s Love 1 (Sekine’s Love, #1)",Haruka Kawachi,,"*Shi nimoXi naruCan Nian naNan
Guan Gen Gui Yi Lang , San Shi Lu . Shi Shi gaChu Lai teNan nimoNu nimomoteruikemeneritodaga,
[Dun Gan Shou keShen Qi Yong Pin Fa ] noSan Zhong Ku gatatatsute, dokokapintonozuretaRen Sheng woSong tsutekita.
Yi Nian Fa Qi shitaGuan Gen Jun gaXiang katsutanoha, Xiao sanaShou Yun Yong Pin Dian .
Bian miMu woShu eruuchiniSi iChu sunoha, Guo Qu noJi mawashiiJi Yi to, Shu Yin Xian Bei noXi iXi iShen Ti noGan Hong ......!?
soshiteChu Hui tsutaShou Yun Wu noSun Niang sara. tsuiniGuan Gen kunnoLian gaShi maru......kamo.
*mangaJie noanhuanteriburu, He Nei Yao gaMiao ku[San Shi Lu Nan noLian toShou Nan noRi ""] .
2009Nian , [He Nei Yao debiyu4She He Tong huea!] deSa Shuang tomangaJie niDeng Chang shitaHe Nei Yao .
Sok ku2010Nian ha[He Nei Yao 5She rirehuea!] Kai Cui toKuai Jin Ji woSok ke, Geng naruRen Qi toZhu Mu woYi Shen niJi meteiru.
Du mebaDu muhodoLu ninaruDu Chuang Pai He Nei Yao , Dai Wang noZui Xin Kan !
Sekine Keiichiro is handsome, intelligent, and popular. He's a jack-of-all-trades who's loved by women. Loved, that is, until they find out he's passionless and stoic and completely lacking in conviction. In a moment of self-reflection he starts hunting: can anything make him feel? He's about to find out.",https://www.goodreads.com/book/show/26854241-sekine-s-love-1
trauma,Aldnoah Zero Vol. 1,Olympus Knights Pinakes,,"Asseylum, Putri Pertama planet Mars datang ke Bumi sebagai duta persahabatan. Namun dia terbunuh oleh teror yang dilakukan oleh pihak Bumi, hingga menyebabkan pecahnya kembali Perang Antar Planet. Dengan mengendarai Kataphraktos, Inaho Kaizuka memutuskan untuk melawan pasukan Mars. Sementara itu, Slaine Troyard, manusia Bumi yang dibesarkan di Mars, sangat berduka akibat kematian Putri Asseylum.
Kisah pun mulai bergulir ketika saat pemuda tersebut membulatkan tekad untuk bertempur!",https://www.goodreads.com/book/show/25586531-aldnoah-zero-vol-1
trauma,"Kizuna Deluxe Edition, Volume 05",Kazuma Kodaka,,,https://www.goodreads.com/book/show/13065956-kizuna-deluxe-edition-volume-05
trauma,Tale of One Bad Rat,Bryan Talbot Neil Gaiman Ellie Deville,,"Helen Potter lived a happy life until she got lost in a nightmare of sexual abuse. Now she's on a journey, a journey which takes her through urban and rural England along the same path that another Potter, BeatrixPotter, once took. Across the decades, two lives touch, and Helen discovers that the strength of two is far greater than one.
Bryan Talbot constructs a very special story in The Tale of One Bad Ratwhich immediately endears the reader. The victim of child sexual abuse, Helen Potter becomes the armored knight before her own personal demons in this story of heroism and courage.",https://www.goodreads.com/book/show/21007471-tale-of-one-bad-rat
trauma,"A Devil and Her Love Song, Vol. 10",Miyoshi Toumori,,,https://www.goodreads.com/book/show/20422097-a-devil-and-her-love-song-vol-10
trauma,Una vita cinese: Il tempo del padre,Li Kunwu Philippe Otie Giovanni Zucca Pierre Haski,,"""Una vita cinese"" e l'autobiografia a fumetti dell'artista Li Kunwu, disegnata da lui stesso e scritta a quattro mani con P. Otie. ""Il tempo del padre"" e il primo di tre volumi che raccontano un viaggio nel tempo e nella storia. 1950. Mao Zedong e al potere da un anno quando sulle montagne dello Yunnan, nel sud della Cina, il segretario Li, irruente quadro comunista, conosce la giovane Xiao Tao. Dal loro matrimonio nasce Li Kunwu. Dall'infanzia rivoluzionaria alla morte di Mao, nei disegni di Li scopriamo la Cina del Grande timoniere attraverso i suoi occhi di bambino che non ha conosciuto altro che il regime comunista: la trama epica e affidata a una narrazione intima, che riflette la vita dell'autore, per piu di trent'anni artista di Stato per il Partito comunista. L'autore si racconta rispettando fedelmente i fatti storici della sua vita, inevitabilmente intrecciata alla storia del suo paese: la Rivoluzione culturale, il Grande balzo in avanti.
La mano di Li Kunwu, che unisce le tradizioni del pennello ai tratti caricaturali della propaganda maoista, raffigura la vertiginosa follia collettiva e la spirale di alienazione di un popolo ipnotizzato da Mao.",https://www.goodreads.com/book/show/33804535-una-vita-cinese
trauma,"Le temps du père (Une vie chinoise, #1)",Li Kunwu Philippe Otie,,"L'histoire commence a l'extreme sud de la Republique populaire de Chine, dans la province du Yunnan, le 13 octobre 1950. Le Secretaire Li enseigne les preceptes revolutionnaires. Dans un bourg ou il s'arrete, on ne comprend pas tout ce qu'il dit, mais il charme la foule. C'est la qu'il est lui-meme seduit par la belle Xiao Tao. Quelques annees plus tard, un petit garcon nait de leur union : c'est le narrateur de cette histoire. Fervent admirateur de Mao Zedong, son pere lui enseigne des le berceau a dire <>... C'est a travers les yeux de l'enfant qui n'a jamais connu que ce regime que nous decouvrons la Chine de Mao...",https://www.goodreads.com/book/show/10117248-le-temps-du-p-re
trauma,The Sword Vol. 2: Water,Joshua Luna Jonathan Luna,,"Dara Brighton has discovered more information about the three powerful strangers who murdered her family. Armed with this knowledge and the sword, her first order of business is to find Zakros, the one who murdered her sister, and make him pay.
Collects issues #7-12.",https://www.goodreads.com/book/show/31342974-the-sword-vol-2
trauma,Daddy's Girl,Debbie Drechsler,,,https://www.goodreads.com/book/show/530449.Daddy_s_Girl
trauma,Breath: Volume 5,Chifumi Ochi,,,https://www.goodreads.com/book/show/8070207-breath
trauma,Love Mode 06,Yuki Shimizu,,,https://www.goodreads.com/book/show/13628864-love-mode-06
trauma,Varmints,Andy Hirsch,,"Opie and Ned are adrift in the Old West, searching for the man who shot their Ma. These two youngsters only have each other, but with all their squabbling it's a miracle they still have that.
When they get wind of the mysterious Pa (""crime kingpin of the West!""), Opie and Ned suddenly have something new: a mission. But tracking down the elusive (and deadly) Pa is going to take all the wiles these two kids have, and some new friends to boot.
Clever, explosive, and deeply moving by turns, Varmints is a perfect middle-grade comedy. Hirsch brings an old-school Western style to bear on a story full of nuance, humor, and surprises.",https://www.goodreads.com/book/show/25027693-varmints
trauma,Introducing Psychology,Nigel C. Benson,,"Covering the main schools of psychology, including psychoanalysis, introspection, bio-psychology, behaviourism, the Gestalt movement, and humanism, this text also describes the work of such key names as Freud, Jung, Pavlov, and Skinner.",https://www.goodreads.com/book/show/1404404.Introducing_Psychology
trauma,Introducing Psychology: A Graphic Guide,Nigel Benson,,"What is psychology? When did it begin? Where did it come from? How does psychology compare with related subjects such as psychiatry and psychotherapy? To what extent is it scientific? ""Introducing Psychology"" answers all these questions and more, explaining what the subject has been in the past and what it is now. The main ""schools"" of thought and the sections within psychology are described, including Introspection, Biopsychology, Psychoanalysis, Behaviourism, Comparative (Animal) Psychology, Cognitive Approaches (including the Gestalt movement), Social Psychology, Developmental Psychology and Humanism. The key figures covered include: Freud, Pavlov, Skinner, Bandura, Piaget, Bowlby, Maslow and Rogers, as well as many lesser-known but important psychologists.",https://www.goodreads.com/book/show/26862950-introducing-psychology
trauma,"She-Hulk, Volume 1: Deconstructed",Mariko Tamaki Nico Leon Matt Milla Cory Petit Manny Mederos Jeff Dekal,,"Jennifer Walters has survived the second Civil War...barely. But, having risen from the rubble, she re-enters the world a very different kind of hero. Fueled by a quiet rage, she is determined to move forward, to go on with her life - but the pain of the past and all that she's lost is always there. An undercurrent, a pulse waiting to quicken -and trigger Jen's transformation into the one thing she doesn't have control over...
Collecting: Hulk1-6",https://www.goodreads.com/book/show/32940366-she-hulk-volume-1
trauma,Support,Cindy Gretchen Ovenrack Crabb,,"In a time when sexual assault and abuse are an increasing problem; even in so-called radical and punk communities, and when most women have been sexually abused in one way or another, Cindy Crabb (Doriszine) brings us a document showing ways to prevent sexual violence and support survivors of sexual abuse. The zine helps to define consent, some letters that Cindy has received, listening, talking about sex, power dynamics, comics by Fly, and much more! A crucial resource that reads much like a regular issue of Doris.",https://www.goodreads.com/book/show/13356586-support
trauma,Introducing Jung,Maggie Hyde Michael McGuinness,,"Brilliantly explains how Jung broke away from Freud, and describes his own near-psychotic breakdown, a night-sea voyage from which he emerged with new insights into the unconscious mind.",https://www.goodreads.com/book/show/233236.Introducing_Jung
trauma,"A História de um Rato Mau (Colecção Novela Gráfica II, #5)",Bryan Talbot Neil Gaiman Pedro Vieira de Moura,,"Bryan Talbot e um dos grandes autores britanicos, ilustrador de series emblematicas de comics como The Sandman, Hellblazer ou Fables. E igualmente um conceituado argumentista. Foi o primeiro autor e desenhador de BD a obter um doutoramento em Arte.
Este livro foi publicado em mais de uma duzia de Paises, venceu dezenas de premios, e tem sido usado constantemente em programas de leitura e literacia nos EUA e no Reino Unido, e em centros para criancas que sofreram abusos.",https://www.goodreads.com/book/show/31129059-a-hist-ria-de-um-rato-mau
trauma,"School-Live!, Vol. 1 (Gakkou Gurashi!, #1)",Norimitsu Kaihou,,"Meet the members of the School Living Club! There's the shovel-loving (?) Kurumi Ebisuzawa, the big-sister figure Yuuri Wakasa, club advisor Megumi Sakura, and last but not least, the ever-optimistic Yuki Takeya. The School Living Club is just your average after-school organization where the girls hang out, have fun...and live at school as the sole survivors of a zombie apocalypse. NBD.",https://www.goodreads.com/book/show/27258433-school-live-vol-1
trauma,CUT,Touko Kawai,,"Chiaki Sakaguchi is a highly sociable and popular high school senior who has a dark secret in his heart. Chiaka is not at all acting like himself. In fact, he recently skipped his college entrance exams. Is Chiaka's classmate the only one who may be able to unveil the unholy perversion that has secretly crept into Chiaka's life?",https://www.goodreads.com/book/show/5071325-cut
trauma,"Loveless (2-in-1), Vol. 1",Yun Kouga Ray Yoshimoto,,"Taken from back cover:
Reads R to L (Japanese style) for teen audiences.
RITSUKA AOYAGIis alone in the world - never fitting in at school and alienated from his own past by a fragmented memory. When his beloved older brother is brutally murdered, Ritsuka is heartbroken but determined to find answers. His ony lead is Soubi, a mysterious, handsome college student who offers him an intimate link to his brother's other life: a dark and vibrant world of spell battles and secret names.
Soubi leads Ritsuka through a maze of new experiences, from battles wrought in wordplay to making friends at school. But is he any less alone with the secretive Soubi than by himself?",https://www.goodreads.com/book/show/25065789-loveless-2-in-1-vol-1
trauma,Ball Peen Hammer,Adam Rapp George O'Connor,,,https://www.goodreads.com/book/show/6514961-ball-peen-hammer
trauma,"Doris: An Anthology, 1991-2001",Cindy Gretchen Ovenrack Crabb,depression,"Even the simplest, most common thingsplaying music, childhood, cooking, or sexresonate with universal understanding in this collection of issues of the zine Doris. Making sense of more complex things, the essays touch on the satisfaction from doing useful work, natural curiosity, the ability to use logic, gender dynamics, introspection, the need for challenge and change, combating depression, and creating art and literature.",https://www.goodreads.com/book/show/442837.Doris
trauma,Descendants of Darkness Vol. 3,Yoko Matsushita,,"Untuk menyelidiki kasus orang-orang hilang di Hongkong, Tsuzuki dan Hisoka menyelinap ke kapal pesiar mewah milik Grup Kakyoin. Belum juga mereka menemukan petunjuk, para penumpang VIP tewas satu per satu. Anehnya, Tsubaki, putri sang pemilik, selalu mendapatkan selembar kartu Tarot sbelum korban ditemukan. Muraki yang dicurigai sebagai pelaku pun ditemukan tak bernapas lagi...",https://www.goodreads.com/book/show/6998111-descendants-of-darkness-vol-3
trauma,The Big Skinny: How I Changed My Fattitude,Carol Lay,,"Here's the skinny: After a lifetime of yo-yo dieting with pills, hypnosis, and ill-informed half-measures, Carol Lay finally shed her excess pounds and kept them off. Now this California cartoonist shares her experiences in a funny, genuine, and eye-popping graphic memoir that tells Carol's story and shows you how you can do it, too.",https://www.goodreads.com/book/show/5508525-the-big-skinny
trauma,Jaren van de olifant: striproman,Willy Linthout,,"Karel is een wat bezadigde vijftiger met een lieve vrouw, Simone, vast werk en een schat van een zoon, Wannes. Tot op een dag de politie bij hem aanbelt. Wannes is van het dak van het flatgebouw gesprongen.
Na de zelfdoding van zijn zoon staat Karels wereld op zijn kop. Alles en iedereen verliest zijn betekenis. Niemand is in staat om Karel te vertellen hoe hij de dood van zijn zoon moet verwerken. Meer nog, zijn verdriet laat iedereen koud.
Van de weeromstuit wordt Karel gekweld door tegenstrijdige gevoelens: eenzaamheid, liefde, onbegrip. Karel raakt de kluts kwijt en laat de werkelijkheid voor wat ze is. Hij vlucht in verzinsels, dagdromen en nachtmerries. Wanneer het er echt toe doet, staat een mens alleen. Helemaal alleen.
De autobiografische striproman Jaren van de Olifant is ronduit uniek. Willy Linthout slaagt erin om een authentiek verhaal te vertellen. Zijn besef van tragiek is tegelijkertijd een bereidheid tot lachen, een combinatie die zelden in zo'n subtiel evenwicht voorkomt.",https://www.goodreads.com/book/show/8561391-jaren-van-de-olifant
trauma,"Descendants of Darkness, Volume 10",Yoko Matsushita,,"As the god of death, Tsuzuki has a lot to think about. First of all, there are all those dead people. Someone's got to escort them safely to the afterlife. Then there's all that bureaucracy. The affairs of death come with a lot of paperwork, budgetary concerns and endless arcana. Combining supernatural action with heavy dollops of romance, sex and humor, Descendants of Darkness proves one thing: Death is big business...and business is good!",https://www.goodreads.com/book/show/1600494.Descendants_of_Darkness_Volume_10
trauma,Introducing Jung,Maggie Hyde Michael McGuinness,,"Explaining the theories that led Jung to break away from Freud and describing his own near psychotic breakdown in mid-life, this book demonstrates how it was entirely logical for him to explore the psychology of religion, alchemy, astrology, the I Ching and other phenomena rejected by science.",https://www.goodreads.com/book/show/1281314.Introducing_Jung
trauma,أقدم لك... يونج,Maggie Hyde Michael McGuinness,,"Brilliantly explains how Jung broke away from Freud, and describes his own near-psychotic breakdown, a night-sea voyage from which he emerged with new insights into the unconscious mind.",https://www.goodreads.com/book/show/7606949
trauma,Marudoukku Sukuranburu 1,Tow Ubukata Yoshitoki Oima Chong Fang  Ding,,"""I'd rather be dead."" Rune Balot was a lost girl with nothing to live for, when a man named Shell took her in and cared for her... until he tried to murder her. Standing at the precipice of death, Rune is saved by Dr. Easter, a private investigator, who uses an experimental procedure known as ""Mardock Scramble 09."" The procedure grants Balot extraordinary abilities and now Rune must decide whether to use her new powers to help Dr. Easter bring Shell to justice, or if she has the will to keep living a life that's been broken so badly.
Includes special extras after the story!",https://www.goodreads.com/book/show/10406953-marudoukku-sukuranburu-1
trauma,The Fun Family,Benjamin Frisch,,"Beloved cartoonist Robert Fun has earned a devoted following for his circle-shaped newspaper comic strip, celebrating the wholesome American family by drawing inspiration from his real home life... but the Fun Family bears some dark secrets. As their idyllic world collapses and the kids are forced to pick up the pieces, can they escape the cycle of art imitating life imitating art? In his debut graphic novel, Benjamin Frisch presents a surreal deconstruction of childhood, adulthood, and good old American obsession. -- a full-color softcover graphic novel with French flaps, 240 pages, 6.5"" x 9.25""
""Required reading for the coming sanity wars, this story is the stuff of my nightmares... Cute-ify this monstrosity any way you like, Mr. Frisch, I will be in the fetal position weeping, giving you a thumbs up for a job brutally done."" -- Paul Hornschemeier, author of Life With Mr. Dangerous and Mother, Come Home
""Best Emerging Graphic Novelist"" -- The Austin Chronicle
""Simply wrenching... Benjamin Frisch subverts the iconography of family cartooning, exposing the seedy underbelly of America's obsession with the perfect family."" -- Jessica Abel, author of Out on the Wire and La Perdida",https://www.goodreads.com/book/show/28862232-the-fun-family
trauma,Back to Love,Yugi Yamada Saki Aida,,"Ancien yakuza incarcere pour trafic de drogue, Kyosuke Sawaragi retrouve la liberte et decide d'entamer une vie d'honnete citoyen, lorsqu'il retrouve au hasard des rues un ancien voisin de cellule, un jeune garcon du nom de Shuya Kasuga. Ce dernier s'immisce dans sa vie, mais bute sur un Sawaragi froid et distant...
<>
C'est sur ces paroles que Kyosuke Sawaragi accepte d'heberger Shuya Kasuga, un jeune garcon perdu et destabilise, rencontre en prison.
Shuya n'a plus confiance en personne, et cherche a se rassurer en couchant avec Sawaragi, mais ce dernier refuse toute liaison charnelle n'etant pas basee sur la confiance et l'amour. La relation entre les deux hommes se fait chaque jour un peu plus intime, lorsque Shuya disparait brusquement... !",https://www.goodreads.com/book/show/16040438-back-to-love
trauma,Jung For Beginners,Maggie Hyde Michael McGuiness,,"Brilliantly explains how Jung broke away from Freud, and describes his own near-psychotic breakdown, a night-sea voyage from which he emerged with new insights into the unconscious mind.",https://www.goodreads.com/book/show/8294117-jung-for-beginners
trauma,Thunderbolts: Faith in Monsters (Marvel Ultimate Graphic Novel Collection #56),Warren Ellis Mike Deodato,,"Venom, lethal protector The enigmatic Moonstone Bullseye, the man who never misses Songbird, mistress of sound Chen Lu, the Radioactive Man Swordsman, master of the blade The mystery man called Penance And Norman Osborn, the Green Goblin They're America's newest celebrities, ready to take to the skies at a moment's notice in pursuit of those secret, unregistered superhumans hiding among us They're the All-New, All-Deadly Thunderbolts - making the world a safer place for ordinary people one would-be costumed hero at a time In the wake of Civil War, Warren Ellis and Mike Deodato present a dark and disturbing take on Marvel's Most Wanted, where the line between hero and villain is difficult to find - if it exists at all Collects Thunderbolts #110-115, and Thunderbolts Special.",https://www.goodreads.com/book/show/21877874-thunderbolts
trauma,"Yami no Matsuei - Erben der Dunkelheit, Band 06",Yoko Matsushita,,,https://www.goodreads.com/book/show/2678338-yami-no-matsuei---erben-der-dunkelheit-band-06
trauma,"Confidential Confessions, Volume 5",Reiko Momochi,,,https://www.goodreads.com/book/show/2995205-confidential-confessions-volume-5
trauma,یونگ,Maggie Hyde nwrldyn rHmnyn,,"khrl gwstw ywng r ykhy z bHth ngyztryn shgrdn frwyd bh shmr my awrnd. w prssh hy ssy dr mwrd mdhhb w rwH r khh frwyd ndydh ngshth bwd wrd rwnshnsy khrd. ywng r dr aGz khr bh nHwy Grq amyz bh mnzlh `lm w mHqq bh shmr my awrdnd Hl an khh rzyby f`ly m z w chnn st khh w r mrwz byshtr bh mnzlh frznh y rwHny bh shmr my awrym.
khtb HDr qdm wly st dr shnkht nZryh h w dydgh hy ywng, dlyl gsst w z frwyd w bHrn hy rwny wy dr mynsly khh hmgy dr khdmt rwshn khrdn nqsh mnHSr bfrd w dr fzysh shnkht m z nkhwdagh qrr drnd. b ykh chnyn hdfy st khh t`lq khTr ywng bh rwnshnsy mdhhb, khymygry, strh shnsy w Tl` byny w y chyng w pdydh hy dygry khh z swy hmkhrn wy w jm`h `lmy mTrwd bwdnd bh bHth gdhshth shdh t tlsh hy by wqfh ywng r bry fhm khwb h, rw'yh w khtllt rwny bymrnsh bh bhtryn nHw ashkhr szd.",https://www.goodreads.com/book/show/26108582
trauma,"The Golden Compass Graphic Novel, Complete Edition",Philip Pullman,,,https://www.goodreads.com/book/show/34051397-the-golden-compass-graphic-novel-complete-edition
trauma,"Table For Two (Table For Two, #1)",Rumi Ichinohe (ichinoheLiu Mei ) Dian Indrinuswati Anjar Dewanti Heru Lesmana,,"""Ibu yang tersenyum dengan mengenakan celemek. Itulah kenanganku yang paling bahagia.""
Wakaba, siswi kelas 6 SD, telah kehilangan senyumnya karena kurang mendapatkan cinta dari sang Ibu yang berjuang mencari nafkah. Wakaba pun diputuskan untuk tinggal bersama Kazutomo, seorang saudara jauh, sampai ibunya lebih mandiri. Awalnya, sikap keduanya begitu kaku. Tapi, entah kenapa, makanan yang disantap bersama, terasa hangat dan lezat.",https://www.goodreads.com/book/show/22752717-table-for-two
trauma,"X (3-in-1 Edition), Vol. 2",CLAMP Lillian Olsen,,"Reads R to L (Japanese Style). X, the epic series from CLAMP, is now available in this deluxe collector's edition. The pages have been recomposed in the original right-to-left reading order and restored to the highest quality. Each volume contains three of the original graphic novels, along with gorgeous, full-color illustrations never before published outside Japan!
Japan's greatest seer, the blind prophet Hinoto, has foretold the end of the world. At the center of her prophecy is a young man named Kamui Shiro, who possesses startling psychic powers. But Kamui is far from alone in this destiny. Armies are gathering, other people with unique powers: the ""Seven Seals,"" who seem to be Kamui's allies, and the ""Seven Angels,"" who might be his enemies. All are somehow linked to the destruction to come, and all are now coming to Tokyo to choose sides in the upcoming battle.",https://www.goodreads.com/book/show/11348662-x-3-in-1-edition-vol-2
trauma,Fish,Bianca Bagnarelli,,"Milo is twelve. The summer after his parents were involved in a fatal accident, Milo's struggle with grief threatens to overwhelm him. He sees death everywhere. When a missing girl is found drowned, Milo thinks that seeing her will finally lift the veil of the great unknown. A moving parable in comic form, this unflinching coming-of-age story is the American debut of one of Europe's finest young cartoonists.
Bianca Bagnarelliwas born in Milan, Italy. She is a graphic author and small press publisher. In 2010 Bagnarelli founded Delebile, which releases short comics by young artists.",https://www.goodreads.com/book/show/20949669-fish
trauma,Život v Číně,Li Kunwu Philippe Otie Li Kunwu,,",,Za casu otcovych"" je uvodni cast trojdilneho komiksu ,,Zivot v Cine"", spolecneho dila cinskeho vytvarnika a francouzskeho scenaristy. Lici se v nem, jak se zilo Cinanum v poslednich nekolika desetiletich. Prvni dil seznamuje ctenare s dobou vlady Mao Ce-tunga a tzv. kulturni revoluce v sedesatych letech minuleho stoleti. Kruta realita je nahlizena nevinnyma a nevedomyma ocima maleho chlapce, diky cemuz je vysledny dojem jeste pusobivejsi.",https://www.goodreads.com/book/show/17402127-ivot-v-n
trauma,Introducing Jung: A Graphic Guide,Maggie Hyde,,"Carl Gustav Jung was a controversial disciple of Sigmund Freud. This elegantly written, crisply illustrated guide explains the theories that led Jung to break away from Freud and describes his own near psychotic breakdown in mid-life, a ""night-sea voyage"" from which he emerged with better insights into the nature of the unconscious mind.",https://www.goodreads.com/book/show/25074168-introducing-jung
